CountNormalized2;CommonElements;IncorrectlyGenerated;MissingElements;CommonPercentage;Minimal conflicts - GPT;CountNormalized2;CommonElements;IncorrectlyGenerated;MissingElements;CommonPercentage;Minimal conflicts - GPT;CountNormalized2;CommonElements;IncorrectlyGenerated;MissingElements;CommonPercentage;Minimal conflicts - GPT;CountNormalized2;CommonElements;IncorrectlyGenerated;MissingElements;CommonPercentage;Minimal conflicts - GPT;CountNormalized2;CommonElements;IncorrectlyGenerated;MissingElements;CommonPercentage;Minimal conflicts - GPT;CountNormalized2;CommonElements;IncorrectlyGenerated;MissingElements;CommonPercentage;Minimal conflicts - GPT;CountNormalized2;CommonElements;IncorrectlyGenerated;MissingElements;CommonPercentage;Minimal conflicts - GPT;CountNormalized2;CommonElements;IncorrectlyGenerated;MissingElements;CommonPercentage;Minimal conflicts - GPT;CountNormalized2;CommonElements;IncorrectlyGenerated;MissingElements;CommonPercentage;Minimal conflicts - GPT;CountNormalized2;CommonElements;IncorrectlyGenerated;MissingElements;CommonPercentage;Minimal conflicts - GPT
0;0;0;1;0,0;OpenAI Error;0;0;0;0;1,0;No JSON;0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;3;0;3;0;0,0;"A1, M1, M2
M2, M3, M4
A1, M1, M3, M4";0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error
2;2;0;0;1,0;"A1, M1, M2
A1, M1, M3, M4";2;2;0;0;1,0;"A1, M1, M2
A1, M1, M3, M4";0;0;0;2;0,0;OpenAI Error;0;0;0;2;0,0;OpenAI Error;0;0;0;2;0,0;OpenAI Error;0;0;0;2;0,0;OpenAI Error;0;0;0;2;0,0;OpenAI Error;0;0;0;2;0,0;OpenAI Error;0;0;0;2;0,0;OpenAI Error;0;0;0;2;0,0;OpenAI Error
0;0;0;2;0,0;OpenAI Error;0;0;0;2;0,0;OpenAI Error;0;0;0;2;0,0;OpenAI Error;0;0;0;2;0,0;OpenAI Error;3;2;1;0;1,0;"A1, M1, M2
M2, M3, M4
A1, M1, M3, M4";0;0;0;2;0,0;OpenAI Error;0;0;0;2;0,0;OpenAI Error;3;2;1;0;1,0;"A1, M1, M2
M2, M3, M4
A1, M1, M3, M4";0;0;0;2;0,0;OpenAI Error;0;0;0;2;0,0;OpenAI Error
0;0;0;3;0,0;OpenAI Error;0;0;0;3;0,0;OpenAI Error;0;0;0;3;0,0;OpenAI Error;0;0;0;3;0,0;OpenAI Error;3;3;0;0;1,0;"A1, M1, M2
M2, M3, M4
A1, M1, M3, M4";0;0;0;3;0,0;OpenAI Error;0;0;0;3;0,0;OpenAI Error;0;0;0;3;0,0;OpenAI Error;0;0;0;3;0,0;OpenAI Error;3;3;0;0;1,0;"A1, M1, M2
M2, M3, M4
A1, M1, M3, M4"
0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;3;0;3;0;0,0;"A1, O1, O2
O2, O3, O4
A1, O1, O3, O4";0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error
0;0;0;2;0,0;OpenAI Error;0;0;0;2;0,0;OpenAI Error;0;0;0;2;0,0;OpenAI Error;0;0;0;2;0,0;OpenAI Error;0;0;0;2;0,0;OpenAI Error;0;0;0;2;0,0;OpenAI Error;0;0;0;2;0,0;OpenAI Error;0;0;0;2;0,0;OpenAI Error;0;0;0;2;0,0;OpenAI Error;0;0;0;2;0,0;OpenAI Error
0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error
0;0;0;3;0,0;OpenAI Error;0;0;0;3;0,0;OpenAI Error;0;0;0;3;0,0;OpenAI Error;0;0;0;3;0,0;OpenAI Error;0;0;0;3;0,0;OpenAI Error;0;0;0;3;0,0;OpenAI Error;0;0;0;3;0,0;OpenAI Error;0;0;0;3;0,0;OpenAI Error;0;0;0;3;0,0;OpenAI Error;0;0;0;3;0,0;OpenAI Error
0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error
0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error
0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;1;0;1;0;0,0;A1;0;0;0;0;1,0;OpenAI Error;1;0;1;0;0,0;A1;0;0;0;0;1,0;OpenAI Error
0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;1;1;0;0;1,0;A1;0;0;0;1;0,0;OpenAI Error
0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;OpenAI Error;0;0;0;0;1,0;;0;0;0;0;1,0;OpenAI Error
0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error;0;0;0;1;0,0;OpenAI Error
